OID,protein_name,panel,current_pathway_rule_label,literature_aligned_pathway,allow_multiple_pathways,review_status
OID05185,COL4A3BP,NEURO_EXPLORATORY,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID05458,COL9A1,ONCOLOGY_III,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01462,COLEC12,DEVELOPMENT,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01274,COMP,CARDIOMETABOLIC,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00356,CTSC,NEUROLOGY,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00622,CTSD,CARDIOVASCULAR_III,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01400,CTSF,DEVELOPMENT,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01171,CTSH,METABOLISM,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00459,CTSL1,CARDIOVASCULAR_II,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01125,CTSO,METABOLISM,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00360,CTSS,NEUROLOGY,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00702,CTSV,ONCOLOGY_II,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00643,CTSZ,CARDIOVASCULAR_III,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00404,CXCL1,CARDIOVASCULAR_II,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00496,CXCL1,INFLAMMATION,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00535,CXCL10,INFLAMMATION,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00486,CXCL11,INFLAMMATION,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01008,CXCL12,IMMUNE_RESPONSE,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00733,CXCL13,ONCOLOGY_II,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID05466,CXCL14,ONCOLOGY_III,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00601,CXCL16,CARDIOVASCULAR_III,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00520,CXCL5,INFLAMMATION,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00534,CXCL6,INFLAMMATION,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00490,CXCL9,INFLAMMATION,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01444,DAG1,DEVELOPMENT,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01444,DAG1,DEVELOPMENT,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00444,DCN,CARDIOVASCULAR_II,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01434,ESAM,DEVELOPMENT,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01282,FAP,CARDIOMETABOLIC,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID05452,ICAM 5,ONCOLOGY_III,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID05452,ICAM 5,ONCOLOGY_III,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00646,ICAM-2,CARDIOVASCULAR_III,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00646,ICAM-2,CARDIOVASCULAR_III,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01230,ICAM1,CARDIOMETABOLIC,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01230,ICAM1,CARDIOMETABOLIC,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01267,ICAM3,CARDIOMETABOLIC,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01267,ICAM3,CARDIOMETABOLIC,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID05479,ICAM4,ONCOLOGY_III,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID05479,ICAM4,ONCOLOGY_III,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01021,ITGA11,IMMUNE_RESPONSE,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01021,ITGA11,IMMUNE_RESPONSE,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01021,ITGA11,IMMUNE_RESPONSE,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01455,ITGA5,DEVELOPMENT,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01455,ITGA5,DEVELOPMENT,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01455,ITGA5,DEVELOPMENT,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00959,ITGA6,IMMUNE_RESPONSE,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00959,ITGA6,IMMUNE_RESPONSE,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00959,ITGA6,IMMUNE_RESPONSE,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01242,ITGAM,CARDIOMETABOLIC,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01242,ITGAM,CARDIOMETABOLIC,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01242,ITGAM,CARDIOMETABOLIC,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00671,ITGAV,ONCOLOGY_II,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00671,ITGAV,ONCOLOGY_II,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00671,ITGAV,ONCOLOGY_II,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01406,ITGB1,DEVELOPMENT,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01406,ITGB1,DEVELOPMENT,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01406,ITGB1,DEVELOPMENT,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01091,ITGB1BP1,ORGAN_DAMAGE,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01091,ITGB1BP1,ORGAN_DAMAGE,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01091,ITGB1BP1,ORGAN_DAMAGE,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00443,ITGB1BP2,CARDIOVASCULAR_II,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00443,ITGB1BP2,CARDIOVASCULAR_II,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00443,ITGB1BP2,CARDIOVASCULAR_II,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00565,ITGB2,CARDIOVASCULAR_III,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00565,ITGB2,CARDIOVASCULAR_III,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00565,ITGB2,CARDIOVASCULAR_III,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00696,ITGB5,ONCOLOGY_II,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00696,ITGB5,ONCOLOGY_II,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00696,ITGB5,ONCOLOGY_II,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01026,ITGB6,IMMUNE_RESPONSE,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01026,ITGB6,IMMUNE_RESPONSE,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01026,ITGB6,IMMUNE_RESPONSE,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01161,ITGB7,METABOLISM,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01161,ITGB7,METABOLISM,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01161,ITGB7,METABOLISM,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00625,JAM-A,CARDIOVASCULAR_III,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00625,JAM-A,CARDIOVASCULAR_III,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00359,JAM-B,NEUROLOGY,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00359,JAM-B,NEUROLOGY,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01148,KLK10,METABOLISM,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01395,KLK12,CELL_REGULATION,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00658,KLK13,ONCOLOGY_II,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID05411,KLK4,ONCOLOGY_III,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00647,KLK6,CARDIOVASCULAR_III,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID05491,L1CAM,ONCOLOGY_III,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01487,LAMA4,DEVELOPMENT,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01288,LTBP2,CARDIOMETABOLIC,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID05522,LTBP3,NEURO_EXPLORATORY,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01307,LYVE1,CARDIOMETABOLIC,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01401,MATN2,DEVELOPMENT,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00320,MATN3,NEUROLOGY,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00576,MCP-1,CARDIOVASCULAR_III,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00484,MCP-1,INFLAMMATION,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00549,MCP-2,INFLAMMATION,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00474,MCP-3,INFLAMMATION,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00504,MCP-4,INFLAMMATION,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00132,MEPE,CARDIOVASCULAR_III,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01285,MFAP5,CARDIOMETABOLIC,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00510,MMP-1,INFLAMMATION,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00527,MMP-10,INFLAMMATION,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00614,MMP-2,CARDIOVASCULAR_III,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00644,MMP-3,CARDIOVASCULAR_III,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00568,MMP-9,CARDIOVASCULAR_III,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00456,MMP12,CARDIOVASCULAR_II,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00441,MMP7,CARDIOVASCULAR_II,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01392,MRC2,CELL_REGULATION,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01247,NCAM1,CARDIOMETABOLIC,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00301,NCAN,NEUROLOGY,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01198,NECTIN2,METABOLISM,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01250,NID1,CARDIOMETABOLIC,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01443,NID2,DEVELOPMENT,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00377,Nr-CAM,NEUROLOGY,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01482,OMD,DEVELOPMENT,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01484,PAMR1,DEVELOPMENT,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID05494,PCDH1,ONCOLOGY_III,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID05494,PCDH1,ONCOLOGY_III,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01314,PCDH17,CELL_REGULATION,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01314,PCDH17,CELL_REGULATION,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01289,PCOLCE,CARDIOMETABOLIC,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00652,PECAM-1,CARDIOVASCULAR_III,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00679,PODXL,ONCOLOGY_II,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00431,PRELP,CARDIOVASCULAR_II,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01236,PRSS2,CARDIOMETABOLIC,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00397,PRSS27,CARDIOVASCULAR_II,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00447,PRSS8,CARDIOVASCULAR_II,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00438,PSGL-1,CARDIOVASCULAR_II,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00344,PVR,NEUROLOGY,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00693,PVRL4,ONCOLOGY_II,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00596,SELE,CARDIOVASCULAR_III,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01249,SELL,CARDIOMETABOLIC,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00574,SELP,CARDIOVASCULAR_III,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00685,SPARC,ONCOLOGY_II,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01287,SPARCL1,CARDIOMETABOLIC,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00367,SPOCK1,NEUROLOGY,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01291,TGFBI,CARDIOMETABOLIC,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00427,THBS2,CARDIOVASCULAR_II,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01268,THBS4,CARDIOMETABOLIC,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00329,THY 1,NEUROLOGY,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01224,TIMP1,CARDIOMETABOLIC,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID00585,TIMP4,CARDIOVASCULAR_III,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01265,TNC,CARDIOMETABOLIC,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01260,TNXB,CARDIOMETABOLIC,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01257,VCAM1,CARDIOMETABOLIC,Cell_adhesion_cadherin_integrin_contact,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01257,VCAM1,CARDIOMETABOLIC,Leukocyte_trafficking_adhesion,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID01194,VCAN,METABOLISM,ECM_integrin_fibrosis_tissue_remodeling,Integrin / ECM / cell adhesion / vascular remodeling,yes,needs biologist review
OID05414,ACAA1,ONCOLOGY_III,Metabolic_lipid_adipokine_energy,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,yes,needs biologist review
OID01123,AHCY,METABOLISM,Metabolic_lipid_adipokine_energy,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,yes,needs biologist review
OID01156,ALDH1A1,METABOLISM,Metabolic_lipid_adipokine_energy,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,yes,needs biologist review
OID01034,ALDH3A1,ORGAN_DAMAGE,Metabolic_lipid_adipokine_energy,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,yes,needs biologist review
OID01150,ANGPTL1,METABOLISM,Metabolic_lipid_adipokine_energy,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,yes,needs biologist review
OID01306,ANGPTL3,CARDIOMETABOLIC,Metabolic_lipid_adipokine_energy,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,yes,needs biologist review
OID01413,ANGPTL4,DEVELOPMENT,Metabolic_lipid_adipokine_energy,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,yes,needs biologist review
OID01134,ANGPTL7,METABOLISM,Metabolic_lipid_adipokine_energy,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,yes,needs biologist review
OID01221,APOM,CARDIOMETABOLIC,Metabolic_lipid_adipokine_energy,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,yes,needs biologist review
OID01167,COMT,METABOLISM,Metabolic_lipid_adipokine_energy,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,yes,needs biologist review
OID00424,DECR1,CARDIOVASCULAR_II,Metabolic_lipid_adipokine_energy,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,yes,needs biologist review
OID01138,ENO2,METABOLISM,Metabolic_lipid_adipokine_energy,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,yes,needs biologist review
OID00451,FABP2,CARDIOVASCULAR_II,Metabolic_lipid_adipokine_energy,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,yes,needs biologist review
OID00589,FABP4,CARDIOVASCULAR_III,Metabolic_lipid_adipokine_energy,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,yes,needs biologist review
OID01115,FABP9,ORGAN_DAMAGE,Metabolic_lipid_adipokine_energy,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,yes,needs biologist review
OID01195,FBP1,METABOLISM,Metabolic_lipid_adipokine_energy,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,yes,needs biologist review
OID05416,GAMT,ONCOLOGY_III,Metabolic_lipid_adipokine_energy,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,yes,needs biologist review
OID01329,GCG,CELL_REGULATION,Metabolic_lipid_adipokine_energy,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,yes,needs biologist review
OID05221,GGT5,NEURO_EXPLORATORY,Metabolic_lipid_adipokine_energy,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,yes,needs biologist review
OID01140,GHRL,METABOLISM,Metabolic_lipid_adipokine_energy,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,yes,needs biologist review
OID00419,GLO1,CARDIOVASCULAR_II,Metabolic_lipid_adipokine_energy,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,yes,needs biologist review
OID00470,HAOX1,CARDIOVASCULAR_II,Metabolic_lipid_adipokine_energy,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,yes,needs biologist review
OID00378,KYNU,NEUROLOGY,Metabolic_lipid_adipokine_energy,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,yes,needs biologist review
OID00564,LDL receptor,CARDIOVASCULAR_III,Metabolic_lipid_adipokine_energy,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,yes,needs biologist review
OID00463,LEP,CARDIOVASCULAR_II,Metabolic_lipid_adipokine_energy,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,yes,needs biologist review
OID05160,LEPR,NEURO_EXPLORATORY,Metabolic_lipid_adipokine_energy,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,yes,needs biologist review
OID00446,LPL,CARDIOVASCULAR_II,Metabolic_lipid_adipokine_energy,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,yes,needs biologist review
OID01039,MVK,ORGAN_DAMAGE,Metabolic_lipid_adipokine_energy,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,yes,needs biologist review
OID05406,NAMPT,ONCOLOGY_III,Metabolic_lipid_adipokine_energy,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,yes,needs biologist review
OID00619,PCSK9,CARDIOVASCULAR_III,Metabolic_lipid_adipokine_energy,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,yes,needs biologist review
OID01072,PDP1,ORGAN_DAMAGE,Metabolic_lipid_adipokine_energy,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,yes,needs biologist review
OID01333,PFKM,CELL_REGULATION,Metabolic_lipid_adipokine_energy,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,yes,needs biologist review
OID01067,PLIN1,ORGAN_DAMAGE,Metabolic_lipid_adipokine_energy,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,yes,needs biologist review
OID01275,PLTP,CARDIOMETABOLIC,Metabolic_lipid_adipokine_energy,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,yes,needs biologist review
